Activity_ID,SMILES,target_id,pchembl_value_Mean
LTNOCTARMCCZMF_on_P14416_WT,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1cccc(Cl)c1Cl)CC2,P14416_WT,6.55
LTYAWIKNOPSPBV_on_P14416_WT,CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.46
LUENAZOOIPSKQU_on_P14416_WT,CCCN1CCC(c2c[nH]c3cc(F)ccc23)CC1,P14416_WT,7.470000000000001
LUNVFEQWDLSWQQ_on_P14416_WT,O=C(CCCN1CCN(c2cccnc2)CC1)c1ccc(F)cc1,P14416_WT,5.93
LUONNTQEFAPZJL_on_P14416_WT,O=C(NCC=CCN1CCN(c2ccccc2OCCF)CC1)c1ccc(CCF)cc1,P14416_WT,7.75
LUUFOYDIFHDVPM_on_P14416_WT,CON=C(CCN1CCN(c2ccccn2)CC1)c1cccc(C#N)c1,P14416_WT,6.9
LUUKEDLOUSMCGZ_on_P14416_WT,COc1ccccc1N1CCN(CCCCOc2ccc(-c3cn4ccccc4n3)cc2)CC1,P14416_WT,6.75
LVAZPFMWSRDRRK_on_P14416_WT,CCCN(CCC)C1CCn2nccc2C1,P14416_WT,5.752142857142857
LVDRNYWTLKUNNT_on_P14416_WT,O=S(=O)(NC1CCC(N2CCC(c3ccccc3OC3CC3)CC2)CC1)c1cc(Cl)ccc1F,P14416_WT,6.765000000000001
LVGQSPSRQGIUSM_on_P14416_WT,COc1cc2c3c(c1O)-c1cc(N)ccc1CC3N(C)CC2,P14416_WT,6.64
LVNLYIFCFLRMMH_on_P14416_WT,Clc1ccc(CN2CC=C(c3nc4ccccc4[nH]3)CC2)cc1,P14416_WT,6.17
LVPCPZRNWKXHTK_on_P14416_WT,CC(C)N1CCN(CCN2CCN(c3cccc(C#N)c3)C2=O)CC1,P14416_WT,6.5
LVRHAAKFXRNPFH_on_P14416_WT,CCN(C1CCC(N2CCN(c3ccccc3OC(C)C)CC2)CC1)S(=O)(=O)c1ccc(OC)c(OC)c1,P14416_WT,7.76
LVRYFOYDXSSYJJ_on_P14416_WT,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3)CC2)CC1,P14416_WT,7.12
LVSUPYDDQCSHAN_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OC)C1,P14416_WT,6.9
LVXRWLDIURXUJE_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc(C(F)(F)F)cc1,P14416_WT,6.82
LVXYAFNPMXCRJI_on_P14416_WT,OC(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,P14416_WT,6.695
LVXZELAZCGYHRC_on_P14416_WT,O=C1c2ccccc2CCCN1CCCN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,6.66
LWBLFKWXBXEZMX_on_P14416_WT,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(C#N)cc2)c2ccc(Cl)cc2Cl)CC1,P14416_WT,6.925000000000001
LWBZBWXDCWJUBA_on_P14416_WT,CCOC(=O)C1CCN(CC2COc3ccc4[nH]c(C(=O)OC)cc4c3O2)CC1,P14416_WT,6.59
LWDHUYPVZPEUAM_on_P14416_WT,O=S(=O)(c1cncc2ccccc12)N1CCCCC1CCN1CCN(c2cccc3sccc23)CC1,P14416_WT,7.64
LWLGSWADZDNDOB_on_P14416_WT,N#CCON=C(CCN1CCN(c2ccccn2)CC1)c1ccccc1,P14416_WT,6.85
LWSDEDAXDVTMTG_on_P14416_WT,CC1Oc2c(cccc2N2CCN(CCCc3c[nH]c4c(F)cccc34)CC2)NC1=O,P14416_WT,8.64
LWSZJTQQUMNMOU_on_P14416_WT,Cc1cccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c1=O,P14416_WT,6.77
LWUHTASBTHFHOH_on_P14416_WT,O=S(=O)(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccccc1,P14416_WT,6.62
LXDJWOAQVNGSEK_on_P14416_WT,CN(CCCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cccc(Cl)c1Cl,P14416_WT,6.49
LXDKFBSEJYAHRD_on_P14416_WT,O=C(NCCCCNC1COc2ccc(O)cc2C1=O)c1cc2ccccc2[nH]1,P14416_WT,6.225
LXEDLNSPOBVDQV_on_P14416_WT,CN1CCc2cc(O)ccc2Cc2[nH]c3ccccc3c2CC1,P14416_WT,7.13
LXFPKJLLIWPMEU_on_P14416_WT,C#CCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,P14416_WT,7.416666666666667
LXIKJZDRBXJBAY_on_P14416_WT,COc1ccc(N(Cc2ccccc2)NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)cc1,P14416_WT,7.535
LXKSIEBMEPDEFX_on_P14416_WT,COc1ccccc1N1CCN(CCCCCCNc2nc(N)nc(N)n2)CC1,P14416_WT,7.7
LXNQXNYRRQSMER_on_P14416_WT,O=c1n(CCCCCCN2CCN(c3nsc4ccccc34)CC2)c2cccc3c2n1CCC3,P14416_WT,9.0
LYHPSWFRVIYURV_on_P14416_WT,COc1ccccc1N1CCN(Cc2c(C)nc3cc(C)nc(C)n23)CC1,P14416_WT,5.59
LYHUWMRZCXPRBP_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(-c2ccccc2)cc1,P14416_WT,6.3
LYJPWWDACSDFEZ_on_P14416_WT,O=c1[nH]c2ccc(OCCN3CCN(c4ccccc4)CC3)cc2[nH]1,P14416_WT,8.12
LYLNGHHEGYQUJV_on_P14416_WT,CCCN1CCOC2c3cc(OCCCCNC(=O)c4ccc5scnc5c4)ccc3OCC21,P14416_WT,5.04
LYXSWTNSYIVEPY_on_P14416_WT,COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccncc2)CC1,P14416_WT,6.3
LYYTTXCSEIAHQX_on_P14416_WT,O=C(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc2ccccc2n1,P14416_WT,7.62
LYYXIMJVXJKHNW_on_P14416_WT,COc1cccc(CCc2ccccc2OCc2cccc(OC)c2)c1,P14416_WT,5.3
LZAYOZUFUAMFLD_on_P14416_WT,OC1(c2ccc(Cl)cc2)CCNCC1,P14416_WT,5.04
LZCAZQHEQOBNGY_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCc4ccccc43)CC2)cc(C(F)(F)F)n1,P14416_WT,6.9
LZFYLPRQFJAOOB_on_P14416_WT,Cc1ccc2[nH]cc(CCCN3CCN(c4cccc5c4OCCO5)CC3)c2c1,P14416_WT,7.97
LZICIBCEISDAND_on_P14416_WT,CS(=O)(=O)CC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,P14416_WT,7.02
LZMIVAWAFVXKJL_on_P14416_WT,Ic1cccn1C1CCN(Cc2ccccc2)CC1,P14416_WT,5.175000000000001
LZWDVLLURPUKQS_on_P14416_WT,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)N1CCc2ccccc2C1,P14416_WT,6.44
MAKSMZIXXYIHFQ_on_P14416_WT,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2cc(Cl)ccc2c1,P14416_WT,7.64
MALMJWHGEVOLFD_on_P14416_WT,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cnc3ccc(F)cc3c2)CC1,P14416_WT,6.17
MAMYYNBMHYGSHM_on_P14416_WT,O=C(NCCCCN1CCN(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,P14416_WT,7.41
MANFPBYSLSMBGM_on_P14416_WT,COc1ccccc1N1CCN(CCCN2C(=O)CCc3ccccc32)CC1,P14416_WT,7.09
MAPGIJMBSHARKF_on_P14416_WT,COc1ccccc1N1CCN(CCNC(=O)c2sc3nc(OC)c(Cl)c(C)c3c2N)CC1,P14416_WT,7.32
MAQDCPYEDSDANP_on_P14416_WT,OC1(c2ccc(Cl)cc2)CCN(CCCc2nc3ccccc3s2)CC1,P14416_WT,6.12
MASFGJOTAOERQU_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccc2c(c1)OCO2,P14416_WT,7.54
MAVGNSNQMXBEHU_on_P14416_WT,N#Cc1ccc2cc(CN3CCN(c4ccccc4)CC3)[nH]c2c1,P14416_WT,5.425
MBEOKTTWXVWRIU_on_P14416_WT,O=C(NCCCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccccc1,P14416_WT,7.85
MBFSQZAMVIHRPT_on_P14416_WT,CN1CCC(c2cn(-c3ccncc3)c3ccc(-c4ccnn4C)cc23)CC1,P14416_WT,6.06
MBSIGRZACGJWRM_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccn3n2)CC1,P14416_WT,6.753333333333334
MBVXIDMKZKQKDD_on_P14416_WT,COC(C)CC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.74
MBYOOAKPAWQCID_on_P14416_WT,OC1(c2ccc(Br)cc2)CCN(Cc2coc3ccccc23)CC1,P14416_WT,8.18
MBZHXLWMUXOLDU_on_P14416_WT,CCc1[nH]c(N)nc1-c1cn(S(=O)(=O)c2ccccc2)c2ccccc12,P14416_WT,5.8
MCEZEYQBZANHFL_on_P14416_WT,O=c1n(CCCCCCN2CCN(c3cccc4c3OCCO4)CC2)nc2ccccn12,P14416_WT,7.22
MCJDONVFVRLBAL_on_P14416_WT,O=C(NCCCCN1CCOC2c3ccccc3OCC21)c1ccc2ccccc2c1,P14416_WT,6.14
MCYLXTMEEBXVDF_on_P14416_WT,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2ccccc2c1,P14416_WT,9.0
MDDQIOXYIZYHFT_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,P14416_WT,6.65
MDHNTQJUKKBCMM_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3F)C2)n1C,P14416_WT,6.5
MDLAAYDRRZXJIF_on_P14416_WT,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,P14416_WT,6.8
MDLOPRPXCUEGCT_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccccc2)CC1,P14416_WT,6.78
MDNAENMGHFQWFO_on_P14416_WT,CC(=O)NC1CCC(CCN2CCc3ccc(C#N)cc3C2)CC1,P14416_WT,7.63
MDOKTLACQIDXQG_on_P14416_WT,COc1ccc(Br)cc1S(=O)(=O)NC1CCC(N2CCN(c3ccccc3OC(C)C)CC2)CC1,P14416_WT,7.435
MDQMLURYMYEWDH_on_P14416_WT,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1,P14416_WT,7.32
MDSPSIGBYYNTOP_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1cccc(Cl)c1,P14416_WT,5.4
MEHMCAALFDXXGP_on_P14416_WT,CN1CCc2c([nH]c3ccccc23)CC(c2ccccc2)CC1,P14416_WT,6.03
MENKXNYZDAIMIH_on_P14416_WT,CCN1C(=O)c2ccccc2[S+](O)c2ccc(C(=O)NC(C)c3ccc4ccccc4c3)cc21,P14416_WT,6.54
METGQDKTGGXZGK_on_P14416_WT,COc1ccccc1CNN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,P14416_WT,6.7
MFAOTUDCDBJKBZ_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4occc34)CC2)CC1)C1CCOCC1,P14416_WT,6.52
MFUJTRBRNGOLSJ_on_P14416_WT,COc1ccc(C2(C)NC(=O)N(CC(O)CN3CCN(c4ccccc4C#N)CC3)C2=O)cc1,P14416_WT,6.11
MGBCSHBNZNTBPJ_on_P14416_WT,O=C(CCOCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccncc1,P14416_WT,5.61
MGBCZDZRQGYLRL_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCSc4ccccc43)CC2)cc(C(F)(F)F)n1,P14416_WT,7.08
MGDBVKSSHFDIJD_on_P14416_WT,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(-c3ccc(F)cc3)s2)CC1,P14416_WT,6.55
MGGGAIHRQKOLDH_on_P14416_WT,CCCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1cc(F)ccc1OC,P14416_WT,5.96
MGKAAGLTHAMQST_on_P14416_WT,OC1(c2ccc(I)cc2)CCN(Cc2coc3ccccc23)CC1,P14416_WT,8.62
MGLBPQCNRNAVCP_on_P14416_WT,COc1ccccc1N1CCCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,P14416_WT,6.9
MGOVFKYGYIQOQX_on_P14416_WT,COc1ccc(N2CCN(CCCOc3c(C)cc(C)cc3C)CC2)cc1,P14416_WT,5.3
MGPBHFVVGJDFMY_on_P14416_WT,Cn1c(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)nnc1-c1cnccn1,P14416_WT,6.433333333333334
MGPVNTUQZHCXQW_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,P14416_WT,7.25
MGQKWJNIGIMBFF_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CCC3(CCc4c(Br)cccc43)C2)n1C,P14416_WT,6.6
MGRVYPIMNDNBRD_on_P14416_WT,COC(CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)OC,P14416_WT,7.31
MGUCYNMYMMBXDP_on_P14416_WT,Cc1cc2c(cc1OCCCCN1CCN(c3cccc4cc(F)ccc34)CC1)C(=O)NC2,P14416_WT,9.09
MHBUXFIHOVRGPW_on_P14416_WT,COc1cc2ccccc2cc1C(=O)NC1CCN(Cc2ccccc2)C1,P14416_WT,7.4
MHGTXXJLRSTLOC_on_P14416_WT,CN1CCN(C2Cc3ccccc3Sc3ccc(-c4ccccc4)cc32)CC1,P14416_WT,8.74
MHMZJEYRSGRQHH_on_P14416_WT,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3cccc(Cl)c3)CC2)CC1,P14416_WT,7.025
MHPHRNFSAZNRAT_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CCC3(c4cccc(C(F)(F)F)c4)CC3C2)n1C,P14416_WT,5.6
MHRUHQSEUXHBOR_on_P14416_WT,Clc1cccc2[nH]cc(CCCN3CCN(c4cccc5c4OCCO5)CC3)c12,P14416_WT,7.62
MHYHDPMWTXPZLG_on_P14416_WT,N#Cc1ccc(C(=O)NC2CCC(CCN3CCN(c4nccc5c4CCO5)CC3)CC2)cc1,P14416_WT,6.42
MIDQPNSXCMMZSS_on_P14416_WT,Cn1ccc2cc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)ccc21,P14416_WT,8.469999999999999
MIEJOQGHYSYEFX_on_P14416_WT,COc1ccc2[nH]cc(CN3CCC(O)(c4ccc(Br)cc4)CC3)c2c1,P14416_WT,8.6
MIOMZHKUIQMOIR_on_P14416_WT,O=C(c1ccc(F)cc1)C1CCN(C2CCN(Cc3ccc(F)cc3)CC2O)CC1,P14416_WT,5.87
MIXXVGJQYQTQIC_on_P14416_WT,O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21,P14416_WT,8.05
MJAKYGLXMJNUID_on_P14416_WT,Cc1ccn2cc(-c3ccc(OCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2c1,P14416_WT,7.08
MJDBJIACJNGVIM_on_P14416_WT,CC(C)C(=O)Nc1cccc(C2CCN(Cc3ccc(Oc4ccc(F)c(F)c4)cc3)CC2)c1,P14416_WT,6.33
MJGBQWPHMBBNAH_on_P14416_WT,COc1ccc2[nH]c(C(=O)NCC=CCN3CCN(c4ccccc4OCCF)CC3)cc2c1,P14416_WT,7.18
MJKPZFAVGMHXNU_on_P14416_WT,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1)c1ccc2ccccc2c1,P14416_WT,7.85
MJOVYQVAQIHDSE_on_P14416_WT,CN(CCc1ccccc1)C1C2C3CC4C5C3CC2C5C41,P14416_WT,5.29
MJTGBGFLMDUFKD_on_P14416_WT,COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,P14416_WT,7.28
MJUZYNLBBPDZMI_on_P14416_WT,Cc1ncccc1-c1nnc(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)n1C,P14416_WT,5.83
MJWBNONYVUDZCQ_on_P14416_WT,Cc1cccc(C(=O)NCN2CCC(c3ccccn3)CC2)c1,P14416_WT,5.46
MJWITHOHGGKZJZ_on_P14416_WT,Cc1ccc(OCCNCCCOc2ccccc2)cc1,P14416_WT,6.57
MKCVGRWVINXSAR_on_P14416_WT,Cn1cc(CN2CCC(O)(c3ccc(Cl)cc3)CC2)c2ccccc21,P14416_WT,7.53
MKGANIZVJZGXEI_on_P14416_WT,COc1ccccc1N1CCN(CCN2CCc3ncsc3CC2)CC1,P14416_WT,6.82
MKHIWRPHVPOJRQ_on_P14416_WT,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,P14416_WT,7.24
MKJHGVZTPBBKML_on_P14416_WT,O=c1[nH]c2cccc(N3CCN(Cc4ccccc4)CC3)c2[nH]1,P14416_WT,7.06
MKKJVJCUFYKFLO_on_P14416_WT,CCCCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,P14416_WT,6.39
MKLCNRHAJGACTJ_on_P14416_WT,Cc1cccc(N2CCN(CCCNC(=O)c3c[nH]nc3C)CC2)c1,P14416_WT,5.79
MKNKEMCPBIDCMA_on_P14416_WT,O=C1COc2c(cccc2N2CCN(CCCc3c[nH]c4ccccc34)CC2)N1,P14416_WT,8.37
MKNLGRDWBBCEHS_on_P14416_WT,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CCN(c2cccc3[nH]ccc23)CC1,P14416_WT,7.975
MKNOKGDTUIIQRL_on_P14416_WT,Clc1ccc(N2CCCN(CCCc3cc4ccccc4o3)CC2)cc1,P14416_WT,5.6
MKRIRFBTLSNVCR_on_P14416_WT,CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cnn(C)c4)cc32)CC1,P14416_WT,8.64
MKRKVCYLRHDJLG_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CCC3(CCCc4ccc(Br)cc43)C2)n1C,P14416_WT,6.5
MKSFZMXFGKIKIM_on_P14416_WT,CN(C1CCN(CCOc2ccccc2C(C)(C)C)CC1)S(=O)(=O)c1cnn(C)c1,P14416_WT,6.55
MKSZBVGKVNJQKZ_on_P14416_WT,CCOc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccccc3)C2=O)CC1,P14416_WT,6.52
MLBSOKIQLFIALN_on_P14416_WT,O=C1c2cccc3cccc(c23)N1CCCCCCN1CCN(c2ccc(Cl)c(Cl)c2)CC1,P14416_WT,6.61
MLCJDDIDLGWZFT_on_P14416_WT,CSc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,P14416_WT,7.62
MLHRKLZCJRKSHO_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,P14416_WT,7.5
MLKJSRUZFXLXTL_on_P14416_WT,CCCC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,P14416_WT,6.56
MLMRVUPVIXISEB_on_P14416_WT,CON=C(CCN1CCN(c2ccccn2)CC1C)c1ccc(Cl)cc1,P14416_WT,7.12
MLPGCAWHLVVATJ_on_P14416_WT,Brc1ccc(NCCN2CCN(CCc3c[nH]c4ccccc34)CC2)cc1,P14416_WT,7.300000000000001
MLSIVBGRMUBBOL_on_P14416_WT,CCCN1CCOC2c3cc4c(cc3CCC21)CCO4,P14416_WT,6.4
MLTDYDQBGQSVJK_on_P14416_WT,CN(CC1CC1CCNC(=O)c1cc2ccccc2[nH]1)C1Cc2cccc3[nH]c(=O)n(c23)C1,P14416_WT,7.664999999999999
MLUHKGHTLUYKBS_on_P14416_WT,O=C(NCCCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1,P14416_WT,6.23
MLUVBFQPCVSGBZ_on_P14416_WT,CN(CCN1CCN(c2ccc(F)cc2)C1=O)CC12CCC(CC1)C2(C)C,P14416_WT,6.2
MMHPZQOEUVHNBB_on_P14416_WT,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(C(F)(F)F)cc4)n2C)CC3)no1,P14416_WT,6.3
MMNXGMKPQQFESW_on_P14416_WT,CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3ccccc3F)CC2)CC1,P14416_WT,7.17
MMWBGBOMWXSDFR_on_P14416_WT,Clc1cccc(N2CCN(CCCCc3cn(-c4ccc5[nH]ccc5c4)nn3)CC2)c1Cl,P14416_WT,7.33
MMWFSCPVPRCGOG_on_P14416_WT,CCCN(CCN1CCN(c2cccc3ncccc23)CC1)C1CCc2ccc(O)cc2C1,P14416_WT,8.28
MMZBVOVVPMVDQY_on_P14416_WT,O=S(=O)(c1cccc(Cl)c1)n1cnc2c(N3CCNCC3)nccc21,P14416_WT,6.34
MMZIPJNBJQJCBM_on_P14416_WT,FC(F)(F)c1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,P14416_WT,7.49
MNAFRWGRFIBAQX_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)n1C,P14416_WT,6.46
MNHDFUXFTNHWBU_on_P14416_WT,CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(c3ccc(F)cc3F)CC2)C1=O,P14416_WT,5.17
MNHDKMDLOJSCGN_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,P14416_WT,6.8963636363636365
MNVDCQLMHFFYCU_on_P14416_WT,COc1ccccc1N1CCN(Cc2ccc3cccccc2-3)CC1,P14416_WT,7.550000000000001
MNXNYFBCTGEMEN_on_P14416_WT,CC(=O)NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1,P14416_WT,7.6
MNZXUJMLYMHIPK_on_P14416_WT,CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccncc2)CC1,P14416_WT,7.68
MOARTSKNGANIHC_on_P14416_WT,CNc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,P14416_WT,6.97
MOBMWPPSJIZIKV_on_P14416_WT,N#Cc1ccc(C(=O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1,P14416_WT,7.82
MOEOMZHUFXSZAA_on_P14416_WT,N#Cc1ccc2c(c1)CN(CC1CC1CCNC(=O)c1cc3ccccc3[nH]1)CC2,P14416_WT,6.74
MOEWVEFEDPVMRY_on_P14416_WT,COc1cccc(N2CCN(CC(O)CN3C(=O)NC(C)(c4ccc(F)cc4)C3=O)CC2)c1,P14416_WT,5.29
MOHZYINNROZMOQ_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccc(-c2cccnc2)cc1,P14416_WT,7.0
MOIAIVHWYHJNIE_on_P14416_WT,O=C(NCC1CC1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccnc2ccccc12,P14416_WT,7.7
MOILCHAIWOKCMX_on_P14416_WT,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(C)C1O,P14416_WT,5.3
MOINQXFCUHCNNN_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)C(F)(F)F,P14416_WT,7.43
MONABEPWKHXIEW_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCCc4c(O)cccc43)CC2)cc(C(F)(F)F)n1,P14416_WT,7.03
MONYXZRGXBZUEX_on_P14416_WT,COc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,P14416_WT,6.75
MOXRKUZTWOCHHC_on_P14416_WT,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1,P14416_WT,7.2
MPHMCUFLRDUBRA_on_P14416_WT,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2)c1O,P14416_WT,8.65
MPLFGWFRVWQFNU_on_P14416_WT,O=S(=O)(c1cncc2ccccc12)N1CCC(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)CC1,P14416_WT,6.83
MPRKJVQRTVEJJH_on_P14416_WT,CCCCN1CCN(c2ccccc2OCCF)CC1,P14416_WT,7.74
MPSHNCDBMKEJJX_on_P14416_WT,O=C(NC1CCN(Cc2ccc(F)cc2)C1)c1ccc(-c2cccs2)cc1,P14416_WT,5.82
MPWWGTFDWDZHRM_on_P14416_WT,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccc(F)cc1,P14416_WT,8.54
MQDDJWTVOBHYHX_on_P14416_WT,CC(O)CN1CCN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,P14416_WT,6.16
MQFCUOQOVNYIGJ_on_P14416_WT,CC1CN(CCCNC(=O)CN2CCc3ccccc3C2)CC(C)O1,P14416_WT,5.5
MQISIMYBHGTURV_on_P14416_WT,Cc1cccc(N2CCN(CCN3CCCCCC3)C2=O)c1,P14416_WT,7.6
MQNHHBZFJXKPQN_on_P14416_WT,O=S(=O)(c1cccc2ncccc12)N1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,P14416_WT,7.44
MQWDTDMXDZXQGS_on_P14416_WT,Cc1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(C)(C)C)n1,P14416_WT,5.34
MQWLSQIVTAWXIQ_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cc[nH]c(=O)c1,P14416_WT,5.84
MQXNRLRUBRWERN_on_P14416_WT,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CCCCNC(=O)c2cc3ccccc3o2)c1O,P14416_WT,7.56
MRFCADRSWRCQFQ_on_P14416_WT,Cc1cc(-c2nnc(SCCCN3CC4CCN(c5ccc(C(F)(F)F)cc5)C4C3)n2C)on1,P14416_WT,6.8
MRFLPGUUAPCTFB_on_P14416_WT,Cc1ccc(-c2nnc(SCCCN3CCC4(CC4c4ccc(C(F)(F)F)cc4)C3)n2C)c(C)n1,P14416_WT,5.91
MRGKIYOXZKSZPO_on_P14416_WT,COc1ccccc1N1CCN(CCOc2ccc3[nH]c(=S)[nH]c3c2)CC1,P14416_WT,9.72
MRMGHZXOIGVEQW_on_P14416_WT,CON=C(CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,P14416_WT,6.86
MRQHTSWENGWSMD_on_P14416_WT,O=S(=O)(NCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,P14416_WT,7.75
